reg_coeff,sinkhorn,sinkhorn_stabilized,sinkhorn_log
0.1,0.85005784034729,0.094368577003479,2.55211079120636
0.01,0.6844185590744019,0.47439658641815186,2.71504008769989
0.001,0.019505739212036133,0.007212400436401367,2.8396549224853516
