reg_coeff,sinkhorn,sinkhorn_stabilized,sinkhorn_log
0.1,0.5265045315027237,0.5265043824911118,0.5265044867992401
0.01,0.0002506282671674853,6.091864965375862,0.0002495770459063351
0.001,0.7244381010532379,40342597459968.0,0.04297839663922787
